,RDP_10398,RDP_5224,RDP_1017,RDP_92,RDP_12
CC11CM9SCRd5e2f24cc2fa4847b4ee1ac580b4abe2_From_DQ228997_1_1391_description_DQ228997_1_1391_Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_Haemophilus_parasuis_organism_Haemophilus_parasuis_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_ncbitaxid_738,1.0,3.0,3.0,1.0,1.0
CC11CM17SCR195bb1ae8ac84058b6b5a259b77ab591_From_AY136666_1_1483_description_AY136666_1_1483_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor_Pseudoflavonifractor_capillosus_organism_Pseudoflavonifractor_capillosus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor_ncbitaxid_106588,1.0,1.0,1.0,3.0,11.0
CC11CM47SCR965573c53c814e37a53b42d4884a5551_From_JQ346729_1_1360_description_JQ346729_1_1360_Bacteria_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_Victivallis_vadensis_ATCC_BAA_548_organism_Victivallis_vadensis_taxonomy_Bacteria_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_ncbitaxid_172900,13.0,12.0,15.0,4.0,1.0
CC11CM50SCR5a342e0bc8a64150970135a3f300c0c9_From_NR113231_1_description_Blautia_glucerasea_strain_JCM_17039_16S_ribosomal_RNA_gene_partial_sequence_organism_Blautia_glucerasea_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_536633,9.0,8.0,5.0,1.0,11.0
CC11CM83SCR2019552f29d9491fa121fd59cfc483df_From_NR104940_1_description_Escherichia_hermannii_strain_CIP_103176_16S_ribosomal_RNA_partial_sequence_organism_Escherichia_hermannii_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_ncbitaxid_565,20.0,20.0,8.0,1.0,5.0
CC11CM41SCRead27fb71e4f40a9ba2c9906911d9182_From_AENT01000008_101_1407_description_AENT01000008_101_1407_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_Dialister_microaerophilus_UPII_345_E_organism_Dialister_microaerophilus_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_ncbitaxid_39948,1.0,1.0,3.0,14.0,11.0
CC11CM67SCR8beac1de2a8c4e4491e4e05a482a14af_From_AFBN01000029_28_1540_description_AFBN01000029_28_1540_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_fluxus_YIT_12057_organism_Bacteroides_fluxus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_763034,3.0,1.0,3.0,3.0,1.0
CC11CM23SCRc4683bacb7424dafa40dba6507241085_From_NR113015_1_description_Bacteroides_chinchillae_strain_JCM_16497_16S_ribosomal_RNA_gene_complete_sequence_organism_Bacteroides_sartorii_JCM_16497_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1236538,1.0,1.0,1.0,6.0,1.0
CC11CM70SCR73beda03a53949c490a35311eafd57a2_From_AZJF01000008_74711_76229_description_AZJF01000008_74711_76229_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Ruminococcus_gnavus_CC55001C_organism_Ruminococcus_gnavus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_ncbitaxid_1073375,5.0,1.0,1.0,1.0,11.0
CC11CM40SCR7daed47f9e094841838a0e9bd5f3ee93_From_X96961_1_1474_description_X96961_1_1474_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium_callanderi_organism_Eubacterium_callanderi_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_53442,1.0,3.0,20.0,12.0,11.0
CC11CM68SCR4d5e739859984adda9356eead2f5a8bb_From_LC010692_1_1492_description_LC010692_1_1492_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_luti_organism_Blautia_luti_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_89014,4.0,8.0,5.0,1.0,9.0
CC11CM6SCR21b28ffac87a4b99a2678e4d8abcceaa_From_AB554230_1_1487_description_AB554230_1_1487_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_finegoldii_organism_Alistipes_finegoldii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_ncbitaxid_214856,1.0,3.0,9.0,6.0,1.0
CC11CM63SCR5534bae79dd141ddaf784a80bc68f14f_From_AB916502_1_1486_description_AB916502_1_1486_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Butyricimonas_Butyricimonas_paravirosa_organism_Butyricimonas_paravirosa_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Butyricimonas_ncbitaxid_1472417,3.0,1.0,20.0,11.0,1.0
CC11CM4SCR62bdde69e2ad4343b45c501576dd013a_From_CCDQ010000005_84258_85749_description_CCDQ010000005_84258_85749_Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_Akkermansia_muciniphila_organism_Akkermansia_muciniphila_taxonomy_Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_ncbitaxid_239935,1.0,1.0,7.0,20.0,15.0
CC11CM48SCR8b2a61eb75844969a07b970c53df8f1c_From_NR104687_1_description_Blautia_hansenii_strain_JCM_14655_16S_ribosomal_RNA_gene_partial_sequence_organism_Blautia_hansenii_DSM_20583_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_537007,5.0,1.0,7.0,1.0,11.0
CC11CM88SCR8776287328a14221b4abe0f24ce20fb7_From_AEUU02000001_1422511_1424006_description_AEUU02000001_1422511_1424006_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_porcinus_str_Jelinkova_176_organism_Streptococcus_porcinus_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_1301,6.0,2.0,1.0,3.0,2.0
CC11CM61SCRce31ebf6afaa4036815eefc16dbb5f4f_From_AGEL01000013_110320_111838_description_AGEL01000013_110320_111838_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Stomatobaculum_Stomatobaculum_longum_organism_Stomatobaculum_longum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Stomatobaculum_ncbitaxid_796942,7.0,7.0,2.0,1.0,11.0
CC11CM12SCR00f52f1313db4e3399e996b62482e549_From_AB437351_1_1499_description_AB437351_1_1499_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Bifidobacterium_psychraerophilum_organism_Bifidobacterium_psychraerophilum_taxonomy_Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_ncbitaxid_218140,3.0,20.0,4.0,11.0,3.0
CC11CM76SCR7ea928eba833440daabdd0aae603e5a6_From_ASSP01000017_327225_328741_description_ASSP01000017_327225_328741_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_massiliensis_dnLKV3_organism_Bacteroides_massiliensis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1235788,1.0,1.0,1.0,6.0,1.0
CC11CM34SCR6c332b6befd14f5899c4b832cff1c63f_From_NR113328_1_description_Parasutterella_secunda_strain_JCM_16078_16S_ribosomal_RNA_gene_partial_sequence_organism_Parasutterella_secunda_taxonomy_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Sutterellaceae_Parasutterella_ncbitaxid_626947,2.0,14.0,6.0,3.0,1.0
CC11CM34SCR0b08bb74a6024e7f9dc492ee694d24f6_From_NR042745_1_description_Bacteroides_massiliensis_strain_B84634_16S_ribosomal_RNA_gene_partial_sequence_organism_Bacteroides_massiliensis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_204516,3.0,1.0,1.0,6.0,1.0
CC11CM81SCRc75d758ca6364be88e21be5df38046a8_From_ADLD01000012_328_1844_description_ADLD01000012_328_1844_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_indistinctus_YIT_12060_organism_Alistipes_indistinctus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_ncbitaxid_742725,1.0,1.0,9.0,2.0,1.0
CC11CM66SCR22950ac19b054de8a595bf41d5319555_From_KF374935_1_1409_description_KF374935_1_1409_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_wexlerae_organism_Blautia_wexlerae_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_418240,4.0,8.0,5.0,1.0,9.0
CC11CM10SCR7f1690ecef2741f5bac96fcad2750f48_From_NR121725_1_description_Eubacterium_acidaminophilum_strain_a1_2_16S_ribosomal_RNA_gene_complete_sequence_organism_Eubacterium_acidaminophilum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_1731,11.0,14.0,5.0,12.0,11.0
CC11CM8SCRb33c81f9ed194afb8453ab90ff7d030d_From_AJ544687_1_1503_description_AJ544687_1_1503_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_Desulfovibrio_brasiliensis_organism_Desulfovibrio_brasiliensis_taxonomy_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_ncbitaxid_221711,6.0,3.0,2.0,1.0,11.0
CC11CM68SCR186d7932aa8f4166bbf99561b8f1d9b9_From_NR074980_1_description_Veillonella_parvula_strain_DSM_2008_16S_ribosomal_RNA_gene_complete_sequence_organism_Veillonella_parvula_DSM_2008_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_ncbitaxid_479436,13.0,11.0,1.0,19.0,13.0
CC11CM76SCRa3b9d40da23e4177b55fec4766237526_From_NR042879_1_description_Haemophilus_parasuis_strain_CCUG_3712_16S_ribosomal_RNA_gene_partial_sequence_organism_Haemophilus_parasuis_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_ncbitaxid_738,1.0,3.0,3.0,1.0,1.0
CC11CM76SCR02734ec18e3643fa94d1e3659ac0b9f4_From_AJ832129_1_1391_description_AJ832129_1_1391_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella_morbirenis_organism_Sutterella_morbirenis_taxonomy_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_ncbitaxid_293545,1.0,1.0,15.0,3.0,1.0
CC11CM15SCR65872d45d1a9452fa2d95048010f35ab_From_KM515975_1_1368_description_KM515975_1_1368_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_Citrobacter_youngae_organism_Citrobacter_youngae_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Citrobacter_ncbitaxid_133448,20.0,20.0,16.0,1.0,5.0
CC11CM33SCRb94f877f3a3d44a1a34a2803d4c7fa6c_From_AB698914_1_1392_description_AB698914_1_1392_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_Fusicatenibacter_saccharivorans_organism_Fusicatenibacter_saccharivorans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Fusicatenibacter_ncbitaxid_1150298,12.0,20.0,8.0,1.0,11.0
CC11CM9SCR1a5cac1df94c4cffb110a7d29e26980a_From_KM360064_1_1408_description_KM360064_1_1408_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonas_katsikii_organism_Porphyromonas_katsikii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_ncbitaxid_1572876,3.0,1.0,5.0,3.0,1.0
CC11CM6SCR80e3d7cb517d4ba3a7d34e4c7cf222f7_From_BAKM01000113_302_1808_description_BAKM01000113_302_1808_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_sartorii_JCM_17136_DSM_21941_organism_Bacteroides_sartorii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1236515,1.0,1.0,1.0,6.0,1.0
CC11CM38SCR68b277e8203540acac47cb593f10452c_From_NR025569_1_description_Escherichia_albertii_strain_Albert_19982_16S_ribosomal_RNA_gene_partial_sequence_organism_Escherichia_albertii_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_ncbitaxid_208962,1.0,6.0,1.0,5.0,5.0
CC11CM59SCR8a0a0747804d4550b834a74c018735ec_From_KF879166_1_1506_description_KF879166_1_1506_Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_Leuconostoc_pseudomesenteroides_organism_Leuconostoc_pseudomesenteroides_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_ncbitaxid_33968,5.0,3.0,5.0,3.0,4.0
CC11CM39SCR8a97be7b09fe467b8ac9053104d08cdc_From_CP000139_2587720_2589229_description_CP000139_2587720_2589229_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_vulgatus_ATCC_8482_organism_Bacteroides_vulgatus_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_435590,3.0,3.0,1.0,7.0,1.0
CC11CM90SCRe5344f23d0ac4d9bbe2767605191d736_From_LC010692_1_1492_description_LC010692_1_1492_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_luti_organism_Blautia_luti_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_89014,4.0,8.0,5.0,1.0,9.0
CC11CM12SCR4290258861ac471ca54b99231ef9a638_From_EF060091_1_1426_description_EF060091_1_1426_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_Acidaminococcus_fermentans_organism_Acidaminococcus_fermentans_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_ncbitaxid_905,1.0,1.0,6.0,17.0,7.0
CC11CM94SCRbb989f1a0bdb494cb284e07b96d123ba_From_HQ457028_1_1424_description_HQ457028_1_1424_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium_prausnitzii_organism_Faecalibacterium_prausnitzii_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_ncbitaxid_853,1.0,1.0,1.0,1.0,5.0
CC11CM15SCRa4cfaf8370fd44d8bf1e87647840d4e6_From_NR113097_1_description_Prevotella_buccae_strain_JCM_12245_16S_ribosomal_RNA_gene_partial_sequence_organism_Prevotella_buccae_ATCC_33574_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_ncbitaxid_873513,11.0,8.0,1.0,3.0,11.0
CC11CM97SCR5197f2097c784efaa48b303e15e8eb54_From_AQOB01000012_1002_2519_description_AQOB01000012_1002_2519_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus_Butyricicoccus_pullicaecorum_1_2_organism_Butyricicoccus_pullicaecorum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus_ncbitaxid_580596,5.0,1.0,3.0,3.0,2.0
CC11CM66SCRd1e144277da443aeb9d9988137dc1a99_From_EF028680_1_1367_description_EF028680_1_1367_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_Acidaminococcus_intestini_organism_Acidaminococcus_intestini_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_ncbitaxid_187327,1.0,1.0,6.0,17.0,6.0
CC11CM83SCR20b4a2610fbd44589f7465f6df88b312_From_AAXA02000006_102304_103822_description_AAXA02000006_102304_103822_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Dorea_formicigenerans_ATCC_27755_organism_Dorea_formicigenerans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_ncbitaxid_411461,19.0,3.0,7.0,1.0,11.0
CC11CM53SCR4f5303ce279b4ae59ef71db6f8f88dce_From_AENT01000008_101_1407_description_AENT01000008_101_1407_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_Dialister_microaerophilus_UPII_345_E_organism_Dialister_microaerophilus_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_ncbitaxid_39948,1.0,1.0,3.0,14.0,11.0
CC11CM86SCR9262ae75b011486697c571711ce6f65b_From_NR025019_1_description_Clostridium_peptidivorans_strain_TMC4_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_peptidivorans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_ncbitaxid_100174,3.0,1.0,10.0,3.0,8.0
CC11CM4SCRa46646bcb9b94b87bbd0ec724981281c_From_NR126170_1_description_Clostridium_caenicola_strain_EBR596_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_caenicola_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_ncbitaxid_659425,3.0,1.0,4.0,9.0,11.0
CC11CM10SCRf4e34fc781384e3c9dafefbef2c9ad19_From_FJ822354_1_1358_description_FJ822354_1_1358_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonas_levii_organism_Porphyromonas_levii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_ncbitaxid_28114,3.0,1.0,4.0,1.0,1.0
CC11CM9SCRc7a5e14802de4ea9900f6ed3f45c9052_From_AF542233_1_1411_description_AF542233_1_1411_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Anaerococcus_Anaerococcus_lactolyticus_organism_Anaerococcus_lactolyticus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Anaerococcus_ncbitaxid_33032,3.0,1.0,2.0,20.0,11.0
CC11CM45SCR746ef0b1b6844ce8871593e3ac9a18ae_From_NR113353_1_description_Bacteroides_zoogleoformans_strain_JCM_16136_16S_ribosomal_RNA_gene_partial_sequence_organism_Bacteroides_zoogleoformans_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_28119,20.0,5.0,5.0,3.0,9.0
CC11CM7SCR745f4329dac349b6a9fd3f007c54ccee_From_ARCA01000059_1_1389_description_ARCA01000059_1_1389_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_caballi_DSM_19004_organism_Streptococcus_caballi_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_1123298,2.0,3.0,3.0,3.0,1.0
CC11CM87SCR9afdb651fa194452bb9d5dda2239ecee_From_NR025569_1_description_Escherichia_albertii_strain_Albert_19982_16S_ribosomal_RNA_gene_partial_sequence_organism_Escherichia_albertii_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_ncbitaxid_208962,1.0,6.0,1.0,5.0,5.0
CC11CM18SCRcc61d7db57104519afe567f355a9ed7c_From_AB219932_1_1486_description_AB219932_1_1486_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_helcogenes_organism_Bacteroides_helcogenes_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_290053,1.0,1.0,5.0,3.0,3.0
CC11CM46SCR5e22a6d9aa5f4128ab048c757b1c0ad2_From_AMEX01000022_25_1575_description_AMEX01000022_25_1575_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_Veillonella_atypica_KON_organism_Veillonella_atypica_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_ncbitaxid_1128111,10.0,2.0,2.0,19.0,13.0
CC11CM87SCRaaef4cb9b2bc42a99046f4ffca982952_From_JN048936_1_1284_description_JN048936_1_1284_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_Clostridium_ghonii_organism_Peptoclostridium_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_ncbitaxid_1481960,1.0,7.0,11.0,10.0,9.0
CC11CM65SCRf6351348a4ff462fa6685bdb69e19d09_From_AF349724_1_1508_description_AF349724_1_1508_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_Turicibacter_sanguinis_organism_Turicibacter_sanguinis_taxonomy_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_ncbitaxid_154288,1.0,1.0,1.0,9.0,1.0
CC11CM91SCR593a849e8cc24a2fa651bbb2ab5a2822_From_NR025981_1_description_Butyrivibrio_fibrisolvens_strain_ATCC_19171_16S_ribosomal_RNA_gene_partial_sequence_organism_Butyrivibrio_fibrisolvens_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_ncbitaxid_831,1.0,1.0,11.0,1.0,11.0
CC11CM43SCR9a76451e8436458eb8113516b5169f48_From_AB036760_1_1411_description_AB036760_1_1411_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_Pseudoramibacter_alactolyticus_organism_Pseudoramibacter_alactolyticus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_ncbitaxid_113287,1.0,1.0,20.0,13.0,12.0
CC11CM86SCRc041e70954ee436f85bc9ea7189215d3_From_JQ346729_1_1360_description_JQ346729_1_1360_Bacteria_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_Victivallis_vadensis_ATCC_BAA_548_organism_Victivallis_vadensis_taxonomy_Bacteria_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_ncbitaxid_172900,13.0,12.0,15.0,4.0,1.0
CC11CM38SCR1891f39059194edeb03fbf1be1b9a74e_From_EF108443_1_1344_description_EF108443_1_1344_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_Veillonella_rogosae_organism_Veillonella_rogosae_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_ncbitaxid_423477,13.0,11.0,1.0,19.0,13.0
CC11CM11SCR858910e2fab943ac93be6c07a21fcb65_From_AM055815_1_1411_description_AM055815_1_1411_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_intestinalis_organism_Roseburia_intestinalis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_166486,5.0,4.0,7.0,3.0,9.0
CC11CM0SCR2398a7ab2bf14cd9bf4f493cd92dca7f_From_NR119286_1_description_Clostridium_cocleatum_strain_DSM_1551_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_cocleatum_taxonomy_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_ncbitaxid_69824,3.0,1.0,3.0,13.0,3.0
CC11CM38SCR146c2bba0396433da1763f2bd1cca0d9_From_HW161114_148_1610_description_HW161114_148_1610_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Phascolarctobacterium_Phascolarctobacterium_succinatutens_YIT_12067_organism_Phascolarctobacterium_succinatutens_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Phascolarctobacterium_ncbitaxid_626939,1.0,1.0,3.0,4.0,7.0
CC11CM25SCR9bde30b1762b4dd2a3cde0d13d0ae626_From_NR113408_1_description_Clostridium_propionicum_strain_JCM_1430_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_propionicum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Tyzzerella_ncbitaxid_28446,8.0,3.0,3.0,4.0,11.0
CC11CM66SCR32fefddc2f014801947ae6750d52868b_From_NR119336_1_description_Clostridium_paradoxum_strain_DSM_7308_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_paradoxum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_ncbitaxid_29346,3.0,3.0,9.0,14.0,5.0
CC11CM75SCRaa24788f7d4b43598d85212501b421f6_From_NR118142_1_description_Haemophilus_paraphrohaemolyticus_strain_NCTC_10670_16S_ribosomal_RNA_gene_partial_sequence_organism_Haemophilus_paraphrohaemolyticus_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_ncbitaxid_736,10.0,7.0,3.0,3.0,1.0
